user_id,past_14d_num_login,past_14d_num_purchases,past_14d_aov,country,gender,group,num_login_14d_after
183,2,4,25.314050859122347,JP,M,control,0
184,9,1,20.509812760244987,MY,F,treatment,9
185,3,0,20.23413494300854,SG,F,control,3
186,0,1,25.497568315365946,MY,F,control,0
187,1,1,28.886057865658575,US,M,control,0
188,2,0,14.032926193133791,CA,F,control,2
189,4,4,25.300195975754573,JP,M,control,7
190,2,0,6.308339094711406,SG,F,control,4
191,1,4,6.597450128951365,AU,F,control,3
192,2,2,18.364166041904426,US,M,treatment,0
193,0,2,12.08547538402606,MY,M,control,8
194,2,1,19.306519925219114,JP,M,treatment,6
195,13,1,22.019276633320043,JP,M,control,8
196,2,0,10.293649883578086,JP,M,treatment,0
197,1,2,11.954142407939822,JP,M,control,2
198,2,0,17.765218924433064,JP,F,treatment,2
199,16,0,25.525594110981537,SG,F,treatment,16
200,4,3,23.325162039380753,US,M,treatment,2
201,0,1,16.028320763195406,CA,M,control,0
202,18,2,26.994400929905886,JP,M,control,17
203,1,0,17.4139783479717,JP,F,treatment,3
204,1,1,39.5945614985058,SG,M,treatment,3
205,2,1,7.062740319128327,JP,M,treatment,0
206,13,0,39.872422011804076,MY,F,control,10
207,12,0,34.71317305242954,JP,M,control,11
208,13,2,27.46172660859978,JP,M,control,15
209,13,5,30.20495051350423,CA,F,treatment,6
210,14,0,25.534681281352768,JP,F,control,9
211,13,2,11.801591823022411,JP,F,treatment,10
212,0,0,13.854916197378712,MY,M,treatment,0
213,3,0,13.6649008018721,US,M,treatment,2
214,7,1,32.32931820231526,MY,M,control,8
215,14,1,31.80431469772774,MY,F,treatment,8
216,2,2,34.91937848938817,US,M,treatment,8
217,0,3,20.84032765708211,JP,F,treatment,2
218,10,1,31.719702989644137,JP,F,treatment,9
219,19,0,89.4960652996877,SG,M,treatment,10
220,3,0,14.235585800159736,JP,M,control,5
221,4,2,27.772096045784608,AU,M,control,9
222,4,0,9.217997262953931,MY,M,treatment,0
223,3,0,43.757644434614555,MY,M,control,5
224,8,0,50.982286740620374,SG,M,treatment,11
225,8,0,13.776781174422517,CA,F,treatment,9
226,3,0,22.929281560802416,SG,M,control,3
227,2,0,17.92975177385759,CA,M,treatment,4
228,8,0,19.062353639704074,JP,F,treatment,7
229,16,0,38.36916458130087,US,F,control,14
230,2,0,19.23169399182423,SG,M,treatment,2
231,10,0,67.2384778099401,CA,M,treatment,9
232,3,1,17.144474514446696,JP,F,control,7
233,13,1,25.050822252256985,CA,M,treatment,13
234,15,1,11.627053935426119,MY,M,control,12
235,11,2,23.971952241777462,US,F,control,7
236,2,3,30.531675175134176,JP,M,treatment,4
237,9,6,64.38974464458137,JP,F,control,6
238,0,2,22.39469093429218,CA,M,control,0
239,0,0,10.283318097301255,JP,M,treatment,4
240,3,0,17.23701947640479,JP,F,control,0
241,14,0,43.39259905647107,JP,M,treatment,9
242,9,1,30.964320537850956,JP,F,treatment,6
243,12,2,28.551290000891722,CA,M,treatment,12
244,0,1,16.24505108458807,JP,M,control,1
245,0,0,35.86094266275712,JP,F,treatment,3
246,1,1,9.278456858248967,SG,F,control,4
247,7,1,36.28405374457808,CA,F,control,3
248,1,0,13.930032642218546,MY,M,treatment,2
249,9,1,26.715580948606203,MY,M,control,7
250,2,0,13.789443309008341,JP,M,control,0
251,2,0,22.257430282808663,JP,M,control,1
252,1,1,18.724758490344367,JP,F,control,0
253,2,1,11.566486736415587,US,M,treatment,6
254,1,1,25.123913277544368,JP,M,control,6
255,7,2,37.313338443503426,US,M,control,9
256,4,1,18.259616360242994,AU,M,treatment,1
257,15,0,24.669696515406677,JP,F,control,12
258,14,2,44.07732283722418,JP,M,control,17
259,2,2,18.882848840296344,US,M,control,2
260,0,2,11.089562969001644,SG,M,treatment,2
261,14,2,20.208650739832116,MY,F,treatment,12
262,9,0,22.85817113781179,SG,M,treatment,9
263,0,3,6.1367149101525715,JP,F,control,8
264,8,0,26.131519311081867,US,M,treatment,3
265,0,5,21.44384797872077,SG,M,treatment,0
266,11,2,61.330368346493955,JP,F,treatment,8
267,2,1,13.683600349377791,US,M,control,3
268,19,0,24.605086100924225,JP,F,treatment,19
269,2,0,23.68881115298392,CA,M,control,8
270,1,0,23.766365097577676,JP,M,treatment,1
271,19,0,31.813995959542922,SG,M,control,11
272,12,4,64.94085477608269,US,M,control,10
273,2,2,20.51020310343088,JP,M,control,3
274,1,4,9.529214189263739,JP,F,control,1
275,3,3,23.893875129945805,JP,M,treatment,4
276,10,2,42.69617017122107,JP,F,control,5
277,2,2,15.8822159291066,CA,F,treatment,0
278,0,1,15.099809024299407,CA,F,treatment,0
279,5,3,22.234612347012636,US,M,control,4
280,3,2,20.908703188602058,SG,F,control,1
281,10,6,55.70716469622057,AU,F,treatment,13
282,2,0,12.889783415361917,US,F,treatment,4
283,1,3,8.02277977561671,AU,F,control,7
284,12,2,46.12514118010559,JP,F,control,13
285,3,1,18.12910011657961,MY,F,treatment,3
286,10,4,55.40363241571033,SG,M,control,13
287,1,3,13.937093593780004,US,M,control,4
288,12,0,30.958090665218457,JP,F,control,4
289,2,0,14.671706221522458,SG,M,control,3
290,1,3,32.63693428338006,JP,M,treatment,4
291,1,0,8.229801295305593,SG,F,control,0
292,1,5,28.194020065064464,CA,F,treatment,0
293,10,1,31.06870577807206,JP,M,control,3
294,9,0,33.646714097531266,SG,F,treatment,7
295,14,2,38.78599569784602,SG,M,control,19
296,1,2,9.615430825455269,MY,M,treatment,6
297,19,3,47.71748359845008,AU,M,control,15
298,15,1,47.15111953332871,CA,M,treatment,14
299,1,3,16.501117779718832,CA,M,treatment,6
300,2,0,17.606683265433606,JP,F,treatment,1
301,8,1,13.708963611517907,CA,M,treatment,7
302,1,0,22.78171202719945,JP,M,control,0
303,2,1,17.217287632601412,JP,M,treatment,7
304,9,4,24.38720881227955,JP,M,control,7
305,2,1,27.57436881603855,MY,F,treatment,4
306,4,2,20.252644207538445,JP,F,treatment,0
307,0,2,7.471031974949944,SG,F,treatment,5
308,10,2,20.896380099923334,SG,M,control,6
309,4,0,11.803849860297872,MY,M,control,4
310,4,0,16.62484503411932,US,M,control,2
311,11,0,35.77761070883866,JP,F,control,12
312,7,4,15.380088927650231,CA,F,control,10
313,1,0,25.908462218549495,SG,M,control,1
314,6,2,21.105095306146694,CA,M,control,6
315,3,4,11.982232939421012,SG,F,treatment,2
316,0,0,14.168773187356736,JP,F,treatment,3
317,3,0,8.024989645665334,US,M,control,4
318,11,0,30.97725533226627,MY,F,treatment,10
319,11,4,26.817632215816577,US,M,control,12
320,9,0,73.92080995701151,JP,M,treatment,12
321,4,3,9.244210287819461,AU,M,control,5
322,9,2,63.399067394656306,SG,M,control,10
323,2,0,14.875531178776265,SG,F,treatment,3
324,18,0,25.759834285289358,JP,M,control,16
325,1,2,23.76990743539076,SG,F,control,1
326,18,5,27.04298841677251,US,M,treatment,18
327,6,0,14.994758908728802,JP,F,control,4
328,6,2,48.0658430571725,MY,F,control,6
329,12,3,22.244605130463036,JP,M,treatment,10
330,1,0,13.842418564385518,CA,F,treatment,7
331,1,0,12.545685153325499,US,F,treatment,6
332,15,3,22.60770863141023,US,F,control,11
333,12,0,21.345998754938854,JP,F,treatment,9
334,15,3,18.265022841468042,MY,F,treatment,13
335,1,2,9.466252655763313,CA,F,treatment,0
336,2,1,19.02104882764938,AU,M,treatment,6
337,2,2,22.198648397766537,SG,M,treatment,2
338,1,0,10.792219709686183,MY,M,treatment,0
339,7,0,33.72340220408753,CA,F,control,8
340,9,2,40.06867084081365,SG,M,treatment,10
341,16,7,59.63039166669564,JP,F,treatment,11
342,5,1,12.170194063454876,JP,F,control,3
343,1,0,14.346641755589626,JP,M,treatment,0
344,2,2,10.026228082770261,US,M,control,0
345,3,0,12.285137673621385,CA,M,treatment,2
346,2,1,19.76372378816093,AU,M,control,4
347,19,0,20.01393417218694,SG,M,control,17
348,15,0,31.382662580715518,JP,F,treatment,11
349,2,1,10.247654367145454,AU,F,control,2
350,2,0,15.229043823540396,AU,F,treatment,5
351,2,0,13.045084444297421,JP,M,control,0
352,3,3,43.62718295739174,JP,F,control,5
353,10,0,55.16574738301173,JP,M,treatment,9
354,0,4,15.113903155482523,CA,F,treatment,3
355,0,0,17.017469576072077,MY,F,treatment,7
356,6,6,31.370711802257038,JP,M,treatment,9
357,14,0,44.321401890623896,JP,F,control,14
358,4,7,18.164247985771123,JP,M,control,10
359,12,0,35.084024954536,JP,M,treatment,8
360,1,2,10.482379126496252,JP,F,treatment,0
361,3,5,19.93236033405849,AU,M,control,4
362,10,0,30.83899069263578,SG,M,control,13
363,19,3,32.35634951633333,MY,F,control,16
364,1,0,11.50982951606282,JP,F,treatment,0
365,1,3,11.661736798523238,CA,M,treatment,10
366,0,0,19.91554799163347,MY,F,control,0
367,2,0,23.625433173624074,CA,M,control,2
368,7,0,28.752732320016783,US,M,treatment,8
369,8,0,49.06147198599729,JP,F,control,11
370,2,0,45.31349330040541,JP,M,treatment,3
371,5,1,23.519418868112037,JP,F,treatment,3
372,1,5,9.251881568736811,US,F,control,4
373,1,1,10.433479981998504,JP,M,control,6
374,7,0,15.565041813210252,JP,M,treatment,9
375,3,6,21.900817423827398,JP,F,treatment,0
376,1,1,11.149419873767442,CA,M,control,0
377,5,0,16.096399051312087,JP,M,control,4
378,2,2,14.159097920896567,CA,F,control,5
379,4,4,14.361761615596254,AU,M,control,2
380,14,0,45.02873014182602,CA,M,control,13
381,2,4,12.406550360597917,JP,F,treatment,2
382,13,0,23.350092987548695,JP,M,treatment,12
383,2,2,8.953586474111514,SG,M,treatment,5
384,2,3,25.366764695841404,CA,F,control,2
385,6,7,37.59828875115142,JP,F,control,7
386,0,3,15.719968534559,JP,F,treatment,3
387,3,0,10.553314813326315,AU,F,treatment,0
388,18,2,18.71613838898744,SG,F,treatment,16
389,16,3,47.093367892651784,JP,M,treatment,14
390,12,5,19.31402488670547,JP,M,control,12
391,2,2,14.290239866225145,SG,M,treatment,1
392,18,1,38.46161910414155,AU,F,control,17
393,1,0,32.671927395983666,US,F,control,0
394,6,2,21.63055040094977,SG,F,control,4
395,1,0,13.276730353241916,US,F,control,0
396,1,2,31.407912959629055,CA,F,control,0
397,4,3,21.263870991561625,JP,F,control,11
398,2,1,10.229301432964727,CA,F,control,1
399,3,1,30.04977909775758,SG,M,control,2
400,3,4,15.87264921857999,JP,F,treatment,7
401,1,1,31.740922836215432,JP,F,treatment,7
402,0,3,15.003687157946166,AU,F,treatment,7
403,0,1,15.074733399365424,JP,M,control,4
404,0,4,9.415915187735676,JP,F,control,2
405,2,1,15.371167185806764,JP,F,treatment,2
406,3,1,17.13781588960844,AU,F,treatment,3
407,18,1,31.265141586366507,JP,M,control,14
408,9,4,23.79383948228959,JP,M,treatment,11
409,18,3,12.08010964846826,JP,M,treatment,14
410,1,3,9.711095697945646,JP,F,treatment,1
411,14,1,25.275554556792837,AU,F,treatment,12
412,21,0,28.594565627264128,JP,F,control,15
413,18,4,21.582148938971418,SG,M,treatment,15
414,4,0,10.130102120528482,US,M,treatment,5
415,10,0,51.126506023889014,US,M,control,11
416,10,4,50.86311707952883,JP,M,control,7
417,15,8,53.33382213113615,CA,M,control,17
418,0,0,7.79858510610351,US,M,treatment,1
419,10,4,26.943473005962677,JP,F,control,5
420,12,3,45.249074698368624,JP,F,control,6
421,4,0,11.444115605559547,JP,M,treatment,3
422,10,4,49.484741987298996,AU,M,control,8
423,17,2,17.470153931221496,SG,M,treatment,11
424,6,3,28.364954656613914,JP,M,control,5
425,5,4,13.51077417531091,AU,M,treatment,9
426,12,2,57.99941475750401,MY,M,control,10
427,3,3,26.208390986787457,JP,F,control,4
428,1,4,19.98642479043123,JP,M,control,2
429,1,3,16.64490799812516,MY,F,control,6
430,5,1,17.034178370661053,AU,F,treatment,9
431,18,2,18.661486226430476,JP,M,control,16
432,8,2,33.97540721184396,US,M,control,13
433,7,3,50.15116242786971,JP,F,control,7
434,3,0,10.283628323609761,JP,M,control,6
435,1,3,22.45097072008578,SG,M,treatment,4
436,15,1,41.16909484017703,JP,M,control,17
437,1,3,11.503011392876598,US,F,treatment,4
438,2,1,13.07246156475752,JP,M,treatment,1
439,14,0,14.484721278374844,AU,F,treatment,8
440,2,0,42.33140601572285,JP,M,control,0
441,1,0,5.623313053375165,US,M,control,3
442,6,3,27.661109635703244,JP,F,treatment,4
443,12,0,20.492745442123027,MY,M,treatment,8
444,2,1,23.88904851339162,MY,M,control,0
445,0,1,34.137256061894185,JP,M,treatment,1
446,3,2,7.200704099816598,CA,M,treatment,2
447,2,3,13.408123510022358,JP,F,treatment,2
448,10,3,25.988236489425578,JP,F,control,14
449,13,0,26.886698708466106,JP,M,control,16
450,13,3,44.62828099795315,JP,F,control,7
451,3,2,20.699474964071754,US,M,treatment,6
452,12,2,26.88791379735788,SG,F,treatment,11
453,1,0,10.164441937495976,SG,F,control,2
454,16,0,50.388200255491746,US,F,treatment,14
455,1,0,12.649179275920936,JP,F,control,2
456,2,3,14.131930586315079,CA,M,control,1
457,1,0,9.883293643624025,US,M,control,0
458,1,1,11.157759906604968,CA,M,control,4
459,3,4,19.317811334259762,JP,F,control,6
460,9,0,20.634588227152616,JP,M,control,8
461,12,3,36.93435703877095,JP,M,control,15
462,13,3,34.31326199451835,JP,M,treatment,11
463,1,3,18.727138995982266,US,M,control,2
464,4,0,19.244825407424884,JP,M,control,5
465,1,0,21.54877916811483,JP,F,treatment,0
466,16,1,53.61826691938484,AU,F,control,16
467,16,2,33.69242966550043,US,F,control,13
468,1,1,14.924858414055885,SG,M,control,3
469,15,3,34.42607551613884,JP,F,control,12
470,1,0,20.698543926895837,US,M,treatment,3
471,2,4,23.08704353025174,AU,M,treatment,6
472,1,1,29.94968540884493,US,F,treatment,6
473,3,3,24.83320792003397,JP,M,control,8
474,2,2,24.41786559725869,CA,M,control,2
475,2,0,14.892630122375481,SG,F,control,5
476,2,0,13.555964156433138,JP,M,control,5
477,6,0,29.12845547540759,JP,M,control,11
478,3,0,6.051830130277348,JP,F,control,1
479,0,0,36.514918735681036,JP,M,control,1
480,15,0,40.6194901852776,JP,F,control,11
481,1,4,9.558097128351015,CA,M,control,7
482,14,1,14.739074875088496,JP,F,treatment,10
483,0,0,28.956535383016977,JP,M,treatment,1
484,2,0,18.57108399706248,SG,M,control,0
485,3,0,14.92415839396249,JP,F,treatment,0
486,1,5,15.780268042316552,MY,M,control,2
487,10,0,29.208819229999413,AU,M,treatment,12
488,10,0,17.650492325786324,US,F,treatment,4
489,2,0,30.46551376394058,JP,M,control,3
490,16,2,18.953209034505058,JP,F,control,14
491,0,0,19.569955640252623,MY,M,control,3
492,0,2,22.404632836233414,SG,M,control,0
493,3,0,14.114494930428402,JP,M,treatment,7
494,12,2,47.84550123631326,JP,F,treatment,19
495,1,2,35.4788950592804,JP,F,treatment,0
496,2,0,10.086245650702994,US,M,control,2
497,7,0,27.656484709584525,AU,F,control,7
498,13,4,19.200469414460787,JP,M,treatment,14
499,1,0,10.862372236902964,JP,F,treatment,4
500,5,0,23.38647073105905,JP,F,treatment,3
501,6,4,30.38914461806476,MY,M,control,4
502,7,0,54.19177547406529,JP,M,control,9
503,2,0,18.492973077789927,JP,M,treatment,1
504,3,4,36.14331439143242,JP,M,control,6
505,0,0,7.56684978356079,JP,M,control,3
506,1,0,11.381053992670518,JP,F,treatment,3
507,3,5,11.620209179639792,JP,M,treatment,4
508,11,2,18.815211436045303,SG,M,treatment,12
509,2,0,12.793977112220146,US,F,control,0
510,1,0,14.848475638557126,AU,F,control,1
511,11,2,33.25386796615556,AU,M,control,13
512,1,0,14.595857427377203,JP,M,control,2
513,12,4,19.109348741394605,US,F,control,8
514,11,1,12.387789777582833,JP,F,treatment,6
515,3,2,9.132560160603262,JP,F,control,4
516,2,1,9.279527306105805,JP,F,treatment,4
517,8,1,35.81375207215181,SG,F,control,8
518,11,0,35.006522625048014,JP,F,treatment,7
519,11,7,27.95050611292606,AU,F,treatment,12
520,2,2,21.912842772148842,SG,M,control,3
521,1,1,19.141958564485837,US,M,treatment,2
522,1,0,25.442262442808733,JP,M,treatment,4
523,4,4,13.953062892523162,AU,M,control,2
524,0,0,17.167408958706748,MY,F,treatment,1
525,5,1,14.684823009947788,SG,F,treatment,6
526,3,0,17.315916091704768,MY,F,control,0
527,1,2,27.16807975920482,SG,F,control,3
528,6,1,40.78660996999076,JP,M,control,2
529,7,0,33.016969124116365,JP,F,control,8
530,1,0,11.367571967681961,SG,M,treatment,0
531,16,0,24.57256219014514,JP,F,treatment,9
532,11,2,41.42440686297339,JP,M,control,10
533,1,1,23.896821242160456,CA,F,treatment,0
534,7,3,30.401920761125396,SG,M,treatment,6
535,14,2,31.4736526014816,JP,F,treatment,13
536,1,1,40.75895842177743,JP,M,treatment,0
537,14,3,28.664280114378403,JP,M,control,12
538,10,0,14.363014828802523,JP,M,treatment,6
539,4,2,25.498041375793292,AU,M,treatment,6
540,6,2,6.417371664226916,SG,F,control,2
541,22,4,14.039706689257098,JP,M,treatment,16
542,17,1,19.51958324404638,MY,F,treatment,15
543,15,0,45.635222886576294,JP,F,control,18
544,1,2,15.325145947626558,JP,F,control,7
545,3,4,7.415250728965224,SG,M,treatment,6
546,10,1,18.316601166618224,JP,M,treatment,11
547,17,1,41.84529565145084,CA,M,control,16
548,10,0,37.17047346553649,SG,F,treatment,9
549,4,2,10.220270120117172,JP,F,control,5
550,0,0,13.796536009469417,JP,M,treatment,0
551,3,1,13.916771219465426,JP,F,treatment,0
552,8,0,20.42284653711643,JP,F,control,10
553,3,0,26.757132276900915,SG,M,control,2
554,10,2,74.89607955079477,JP,M,control,13
555,2,1,20.35656898492983,JP,M,control,4
556,10,0,48.623162074168846,AU,F,control,11
557,3,1,12.131106541736479,CA,M,treatment,3
558,2,0,10.018003071256015,JP,M,control,2
559,3,0,13.792908451176872,CA,M,treatment,3
560,2,2,32.36973055587937,CA,F,control,3
561,11,1,30.836658352117837,CA,F,treatment,10
562,1,4,36.450647646014346,JP,F,control,2
563,4,1,23.085179533528116,JP,M,control,6
564,1,1,26.363649314679893,JP,F,treatment,3
565,10,2,26.054751975865184,SG,F,treatment,14
566,6,0,15.202677228264742,US,F,treatment,1
567,10,1,27.103922044503395,JP,F,treatment,10
568,9,3,49.11036221056183,AU,M,treatment,13
569,14,1,13.91298602559955,JP,F,treatment,14
570,3,1,11.612971123328427,JP,M,treatment,5
571,2,2,18.80221105257957,AU,F,treatment,1
572,9,0,30.99876564758637,JP,M,treatment,12
573,3,3,10.910044171356475,MY,M,treatment,3
574,6,0,12.67733786288839,US,M,control,7
575,5,0,10.676029694874389,US,M,treatment,3
576,16,1,16.22238893393334,US,F,control,15
577,17,0,32.97724981968117,AU,F,treatment,12
578,15,1,24.309356061188552,US,M,control,16
579,2,4,12.609490390988807,SG,M,control,0
580,12,2,50.40757054067567,US,F,control,15
581,11,3,20.32034125215023,US,M,control,9
