user_id,age,region,access_time,group,converted
128,31,FL,Afternoon (12-17),B,0
129,39,Others,Evening (17-21),A,0
130,31,CA,Morning (9-12),A,0
131,19,Others,Morning (9-12),A,0
132,38,CA,Evening (17-21),A,0
133,25,Others,Morning (9-12),B,0
134,43,Others,Evening (17-21),A,1
135,26,Others,Morning (9-12),A,0
136,56,Others,Morning (9-12),B,0
137,28,Others,Night (21-24),A,0
138,34,Others,Afternoon (12-17),A,1
139,47,Others,Evening (17-21),B,0
140,23,Others,Morning (9-12),A,0
141,40,Others,Evening (17-21),A,1
142,53,CA,Evening (17-21),A,0
143,18,Others,Afternoon (12-17),A,0
144,40,TX,Evening (17-21),B,0
145,41,Others,Evening (17-21),A,0
146,47,Others,Afternoon (12-17),B,0
147,23,Others,Afternoon (12-17),A,0
148,22,CA,Afternoon (12-17),A,0
149,44,TX,Morning (9-12),A,0
150,41,Others,Afternoon (12-17),B,0
151,41,Others,Afternoon (12-17),B,1
152,42,IL,Afternoon (12-17),B,0
153,29,OH,Evening (17-21),B,0
154,40,Others,Afternoon (12-17),A,1
155,41,Others,Night (21-24),A,0
156,29,NY,Afternoon (12-17),A,0
157,60,IL,Afternoon (12-17),A,0
158,43,FL,Evening (17-21),A,0
159,23,Others,Afternoon (12-17),A,0
160,45,TX,Afternoon (12-17),A,0
161,26,PA,Morning (9-12),A,0
162,47,CA,Afternoon (12-17),A,0
163,51,FL,Afternoon (12-17),A,0
164,28,Others,Night (21-24),B,0
165,49,TX,Afternoon (12-17),A,0
166,42,CA,Evening (17-21),B,0
167,47,GA,Evening (17-21),B,0
168,60,CA,Afternoon (12-17),A,0
169,35,CA,Afternoon (12-17),A,0
170,28,Others,Evening (17-21),A,1
171,27,Others,Evening (17-21),B,0
172,28,Others,Morning (9-12),A,1
173,37,Others,Afternoon (12-17),A,0
174,42,Others,Afternoon (12-17),A,0
175,41,CA,Morning (9-12),B,0
176,47,Others,Afternoon (12-17),A,0
177,38,Others,Evening (17-21),B,0
178,55,Others,Afternoon (12-17),A,0
179,34,Others,Evening (17-21),B,0
180,70,FL,Evening (17-21),B,0
181,45,Others,Afternoon (12-17),A,0
182,27,Others,Morning (9-12),B,0
183,25,Others,Evening (17-21),B,0
184,43,TX,Evening (17-21),A,0
185,35,FL,Evening (17-21),A,0
186,46,FL,Morning (9-12),B,0
187,43,Others,Morning (9-12),B,1
188,37,TX,Morning (9-12),B,0
189,27,CA,Afternoon (12-17),B,0
190,19,Others,Evening (17-21),B,0
191,32,CA,Morning (9-12),A,0
192,48,Others,Evening (17-21),B,0
193,40,PA,Afternoon (12-17),A,0
194,23,Others,Evening (17-21),B,0
195,40,Others,Night (21-24),B,0
196,42,Others,Morning (9-12),B,0
197,27,Others,Night (21-24),A,0
198,39,CA,Morning (9-12),A,0
199,38,CA,Afternoon (12-17),A,0
200,24,FL,Evening (17-21),B,0
201,42,Others,Night (21-24),B,0
202,44,Others,Afternoon (12-17),A,0
203,50,GA,Afternoon (12-17),B,0
204,50,Others,Evening (17-21),B,1
205,21,TX,Evening (17-21),A,0
206,26,Others,Morning (9-12),A,1
207,44,Others,Evening (17-21),B,0
208,44,FL,Afternoon (12-17),B,0
209,44,Others,Afternoon (12-17),B,0
210,80,CA,Afternoon (12-17),B,0
211,44,Others,Afternoon (12-17),B,0
212,51,Others,Night (21-24),A,0
213,49,TX,Afternoon (12-17),A,1
214,45,OH,Night (21-24),A,0
215,34,NY,Morning (9-12),A,1
216,47,Others,Evening (17-21),A,0
217,28,Others,Evening (17-21),A,0
218,35,CA,Evening (17-21),B,0
219,32,Others,Evening (17-21),B,0
220,38,Others,Afternoon (12-17),A,0
221,65,PA,Evening (17-21),B,0
222,18,CA,Evening (17-21),B,0
223,46,Others,Morning (9-12),B,0
224,18,Others,Evening (17-21),B,0
225,32,FL,Afternoon (12-17),A,0
226,51,NY,Afternoon (12-17),B,0
227,38,TX,Evening (17-21),B,1
228,25,Others,Afternoon (12-17),B,0
229,29,TX,Evening (17-21),B,1
230,46,PA,Afternoon (12-17),B,0
231,29,Others,Morning (9-12),B,1
232,40,Others,Afternoon (12-17),B,0
233,38,IL,Morning (9-12),B,0
234,30,OH,Evening (17-21),A,0
235,63,Others,Afternoon (12-17),A,0
236,45,CA,Afternoon (12-17),A,0
237,18,CA,Morning (9-12),B,0
238,40,Others,Afternoon (12-17),B,0
239,30,CA,Evening (17-21),A,0
240,48,Others,Morning (9-12),B,0
241,28,Others,Evening (17-21),B,0
242,36,FL,Night (21-24),B,0
243,44,PA,Evening (17-21),A,0
244,48,Others,Evening (17-21),B,0
245,23,Others,Morning (9-12),B,0
246,33,Others,Afternoon (12-17),B,0
247,32,Others,Evening (17-21),B,0
248,30,CA,Evening (17-21),B,0
249,59,Others,Evening (17-21),A,0
250,42,IL,Evening (17-21),B,0
251,22,GA,Afternoon (12-17),A,0
252,49,CA,Morning (9-12),A,0
253,63,TX,Evening (17-21),A,0
254,50,Others,Evening (17-21),A,0
255,19,GA,Afternoon (12-17),A,1
256,32,NY,Evening (17-21),B,0
257,53,IL,Afternoon (12-17),B,0
258,29,Others,Afternoon (12-17),A,0
259,43,Others,Evening (17-21),B,0
260,47,FL,Evening (17-21),A,0
261,26,CA,Afternoon (12-17),A,0
262,37,FL,Morning (9-12),B,0
263,18,Others,Morning (9-12),B,0
264,25,Others,Evening (17-21),B,0
265,34,Others,Afternoon (12-17),A,0
266,23,Others,Evening (17-21),B,0
267,57,PA,Night (21-24),B,0
268,20,Others,Evening (17-21),B,0
269,32,Others,Afternoon (12-17),A,0
270,39,CA,Evening (17-21),B,0
271,55,TX,Afternoon (12-17),B,0
272,20,Others,Morning (9-12),B,0
273,51,Others,Morning (9-12),A,0
274,38,NY,Afternoon (12-17),B,0
275,26,Others,Night (21-24),A,0
276,43,Others,Morning (9-12),B,0
277,40,FL,Morning (9-12),A,1
278,30,CA,Night (21-24),A,0
279,38,CA,Morning (9-12),B,0
280,33,Others,Evening (17-21),A,0
281,39,TX,Afternoon (12-17),A,0
282,45,PA,Morning (9-12),A,0
283,57,Others,Night (21-24),A,0
284,23,Others,Morning (9-12),B,0
285,63,CA,Afternoon (12-17),B,0
286,18,IL,Afternoon (12-17),B,0
287,36,Others,Morning (9-12),A,0
288,45,Others,Morning (9-12),B,0
289,41,Others,Morning (9-12),A,0
290,30,TX,Morning (9-12),B,0
291,35,Others,Evening (17-21),A,0
292,32,Others,Afternoon (12-17),B,0
293,30,Others,Afternoon (12-17),B,0
294,48,Others,Afternoon (12-17),A,0
295,42,IL,Night (21-24),A,0
296,29,TX,Night (21-24),B,0
297,48,Others,Evening (17-21),A,1
298,41,Others,Evening (17-21),A,1
299,47,Others,Afternoon (12-17),A,0
300,45,NY,Afternoon (12-17),B,0
301,28,Others,Evening (17-21),B,0
302,31,Others,Evening (17-21),A,0
303,46,CA,Afternoon (12-17),A,0
304,45,OH,Afternoon (12-17),B,0
305,37,Others,Night (21-24),B,0
306,39,Others,Evening (17-21),A,0
307,53,Others,Afternoon (12-17),B,0
308,30,Others,Evening (17-21),A,0
309,44,FL,Afternoon (12-17),A,0
310,35,IL,Morning (9-12),B,1
311,35,Others,Afternoon (12-17),B,0
312,51,Others,Afternoon (12-17),A,0
313,47,Others,Morning (9-12),A,1
314,47,Others,Evening (17-21),A,0
315,53,CA,Afternoon (12-17),A,0
316,38,Others,Afternoon (12-17),A,0
317,46,NY,Morning (9-12),A,1
318,34,TX,Morning (9-12),B,1
319,41,FL,Evening (17-21),B,0
320,36,IL,Evening (17-21),B,0
321,39,FL,Night (21-24),B,0
322,45,NY,Night (21-24),A,0
323,28,TX,Afternoon (12-17),A,1
324,63,NY,Afternoon (12-17),A,0
325,25,Others,Evening (17-21),B,0
326,23,OH,Night (21-24),A,0
327,51,PA,Evening (17-21),B,0
328,47,Others,Evening (17-21),B,0
329,45,Others,Evening (17-21),A,0
330,45,Others,Afternoon (12-17),A,0
331,37,NY,Afternoon (12-17),B,0
332,27,Others,Evening (17-21),B,0
333,38,TX,Evening (17-21),B,1
334,29,TX,Morning (9-12),A,0
335,49,PA,Afternoon (12-17),B,0
336,36,Others,Morning (9-12),A,0
337,28,FL,Morning (9-12),B,0
338,34,CA,Night (21-24),B,0
339,42,TX,Morning (9-12),B,0
340,31,Others,Morning (9-12),A,1
341,28,Others,Afternoon (12-17),B,0
342,40,FL,Evening (17-21),A,0
343,40,Others,Afternoon (12-17),A,0
344,31,Others,Morning (9-12),A,0
345,32,Others,Morning (9-12),B,0
346,40,FL,Morning (9-12),B,0
347,20,Others,Afternoon (12-17),A,0
348,21,NY,Afternoon (12-17),B,0
349,29,Others,Night (21-24),A,0
350,35,CA,Afternoon (12-17),A,0
351,41,PA,Morning (9-12),A,0
352,55,PA,Evening (17-21),B,0
353,48,Others,Afternoon (12-17),B,0
354,36,CA,Evening (17-21),A,0
355,37,Others,Afternoon (12-17),B,0
356,25,FL,Afternoon (12-17),A,0
357,37,Others,Evening (17-21),B,0
358,34,Others,Night (21-24),A,0
359,41,Others,Afternoon (12-17),B,0
360,28,Others,Afternoon (12-17),B,0
361,44,Others,Afternoon (12-17),B,0
362,56,PA,Night (21-24),A,0
363,36,Others,Night (21-24),B,0
364,42,NY,Morning (9-12),A,0
365,46,Others,Morning (9-12),B,0
366,33,Others,Afternoon (12-17),A,0
367,40,PA,Morning (9-12),A,0
368,38,NY,Afternoon (12-17),B,0
369,39,GA,Morning (9-12),B,0
370,28,Others,Evening (17-21),A,1
371,38,Others,Night (21-24),B,0
372,43,Others,Night (21-24),B,0
373,55,Others,Afternoon (12-17),B,0
374,49,Others,Afternoon (12-17),A,0
375,63,CA,Evening (17-21),B,0
376,28,FL,Morning (9-12),A,0
377,48,Others,Evening (17-21),A,0
378,40,Others,Afternoon (12-17),B,0
379,64,Others,Morning (9-12),B,0
380,28,IL,Afternoon (12-17),B,0
381,27,CA,Morning (9-12),A,0
382,30,OH,Evening (17-21),A,0
383,18,FL,Afternoon (12-17),A,0
384,31,NY,Afternoon (12-17),A,0
385,28,Others,Morning (9-12),A,0
386,39,CA,Evening (17-21),A,0
387,42,Others,Afternoon (12-17),B,0
388,60,OH,Afternoon (12-17),B,0
389,49,Others,Afternoon (12-17),B,0
390,31,CA,Afternoon (12-17),B,0
391,27,NY,Morning (9-12),A,0
392,43,CA,Evening (17-21),A,0
393,22,Others,Morning (9-12),B,1
394,59,Others,Morning (9-12),B,0
395,52,GA,Evening (17-21),B,0
396,32,FL,Morning (9-12),A,1
397,18,Others,Afternoon (12-17),A,0
398,54,PA,Afternoon (12-17),B,0
399,36,TX,Afternoon (12-17),B,0
400,52,Others,Evening (17-21),B,0
401,18,Others,Evening (17-21),B,0
402,30,CA,Evening (17-21),B,0
403,38,FL,Evening (17-21),B,1
404,38,Others,Afternoon (12-17),B,0
405,32,TX,Afternoon (12-17),B,0
406,45,CA,Afternoon (12-17),B,0
407,25,Others,Afternoon (12-17),B,0
408,36,Others,Night (21-24),B,0
409,39,GA,Evening (17-21),A,1
410,44,Others,Morning (9-12),B,0
411,46,Others,Morning (9-12),B,0
412,24,CA,Morning (9-12),A,0
413,19,Others,Morning (9-12),B,0
414,53,IL,Morning (9-12),A,0
415,41,NY,Afternoon (12-17),B,0
416,29,Others,Evening (17-21),B,0
417,56,NY,Evening (17-21),A,0
418,39,CA,Morning (9-12),A,0
419,52,CA,Afternoon (12-17),B,0
420,38,OH,Afternoon (12-17),B,0
421,62,Others,Evening (17-21),A,0
422,59,Others,Evening (17-21),B,0
423,35,Others,Night (21-24),B,0
424,49,NY,Afternoon (12-17),B,0
425,45,NY,Evening (17-21),A,0
426,54,TX,Morning (9-12),B,0
427,26,TX,Afternoon (12-17),A,0
428,46,NY,Morning (9-12),B,0
429,50,Others,Afternoon (12-17),B,0
430,18,Others,Evening (17-21),A,0
431,23,Others,Afternoon (12-17),B,0
432,18,FL,Morning (9-12),A,1
433,34,Others,Morning (9-12),B,0
434,46,NY,Morning (9-12),B,1
435,56,CA,Morning (9-12),B,0
436,38,Others,Morning (9-12),B,0
437,57,Others,Morning (9-12),B,0
438,21,TX,Morning (9-12),B,0
439,18,OH,Night (21-24),B,0
440,37,NY,Afternoon (12-17),A,0
441,42,Others,Morning (9-12),B,0
442,37,GA,Afternoon (12-17),B,1
443,18,Others,Evening (17-21),A,0
444,36,CA,Evening (17-21),A,0
445,22,PA,Afternoon (12-17),A,0
446,46,Others,Afternoon (12-17),A,0
447,42,Others,Evening (17-21),A,0
448,26,NY,Evening (17-21),A,0
449,31,Others,Evening (17-21),A,0
450,25,Others,Evening (17-21),B,0
451,37,Others,Evening (17-21),A,0
452,49,Others,Afternoon (12-17),B,0
453,26,Others,Afternoon (12-17),B,0
454,44,Others,Evening (17-21),B,0
455,31,Others,Evening (17-21),B,0
456,28,NY,Morning (9-12),A,0
457,36,IL,Night (21-24),B,0
458,25,NY,Morning (9-12),B,0
459,31,GA,Afternoon (12-17),A,0
460,23,NY,Evening (17-21),A,0
461,61,Others,Morning (9-12),A,0
462,38,NY,Afternoon (12-17),A,0
463,29,CA,Morning (9-12),A,0
464,40,Others,Afternoon (12-17),B,0
465,36,CA,Morning (9-12),B,0
466,35,CA,Afternoon (12-17),B,0
467,45,FL,Afternoon (12-17),B,0
468,47,GA,Night (21-24),B,0
469,31,OH,Night (21-24),B,0
470,31,Others,Morning (9-12),B,0
471,34,Others,Evening (17-21),A,0
472,18,OH,Morning (9-12),B,0
473,19,NY,Morning (9-12),B,1
474,54,NY,Morning (9-12),A,0
475,57,Others,Night (21-24),B,0
476,35,CA,Night (21-24),B,1
477,44,CA,Morning (9-12),B,0
478,41,Others,Morning (9-12),A,0
479,74,GA,Morning (9-12),B,0
480,51,TX,Afternoon (12-17),A,0
481,36,FL,Afternoon (12-17),A,0
482,26,Others,Morning (9-12),A,0
483,18,Others,Evening (17-21),B,0
484,40,Others,Afternoon (12-17),B,0
485,28,Others,Night (21-24),A,0
486,20,Others,Evening (17-21),B,0
487,30,Others,Afternoon (12-17),A,0
488,25,Others,Evening (17-21),A,0
489,58,FL,Evening (17-21),B,0
490,48,Others,Afternoon (12-17),A,0
491,37,TX,Afternoon (12-17),B,0
492,55,FL,Night (21-24),A,0
493,38,Others,Morning (9-12),A,0
494,27,IL,Morning (9-12),B,1
495,56,Others,Afternoon (12-17),B,1
496,44,CA,Evening (17-21),A,0
497,25,Others,Evening (17-21),B,0
498,35,Others,Night (21-24),B,0
499,27,Others,Afternoon (12-17),B,0
500,21,TX,Morning (9-12),A,0
501,49,PA,Afternoon (12-17),B,0
502,60,Others,Evening (17-21),B,0
503,21,TX,Morning (9-12),A,1
504,44,Others,Morning (9-12),B,0
505,30,Others,Morning (9-12),B,0
506,32,TX,Afternoon (12-17),B,0
507,30,TX,Evening (17-21),B,0
508,27,CA,Evening (17-21),B,0
509,38,Others,Night (21-24),B,0
510,28,TX,Morning (9-12),B,0
511,41,IL,Night (21-24),B,0
512,37,OH,Evening (17-21),B,0
513,35,Others,Afternoon (12-17),A,0
514,27,CA,Night (21-24),A,0
515,31,FL,Afternoon (12-17),B,0
516,47,Others,Evening (17-21),A,0
517,44,Others,Evening (17-21),B,0
518,26,Others,Evening (17-21),B,0
519,39,CA,Afternoon (12-17),B,0
520,47,NY,Morning (9-12),B,0
521,18,Others,Afternoon (12-17),B,0
522,44,FL,Afternoon (12-17),A,0
523,30,Others,Evening (17-21),B,0
524,44,Others,Evening (17-21),A,0
525,28,CA,Night (21-24),A,1
526,18,Others,Morning (9-12),A,0
527,18,Others,Evening (17-21),A,0
528,38,CA,Night (21-24),A,0
529,41,Others,Evening (17-21),A,0
530,27,NY,Morning (9-12),B,1
531,45,IL,Morning (9-12),B,0
532,18,TX,Morning (9-12),A,0
533,37,Others,Evening (17-21),A,0
534,23,Others,Evening (17-21),B,0
535,30,Others,Night (21-24),B,1
536,38,CA,Afternoon (12-17),B,1
537,27,Others,Afternoon (12-17),A,0
538,33,PA,Evening (17-21),B,0
539,50,Others,Evening (17-21),B,0
540,31,OH,Night (21-24),B,0
541,48,TX,Evening (17-21),A,0
542,24,TX,Afternoon (12-17),A,0
543,44,Others,Evening (17-21),A,0
544,55,FL,Evening (17-21),A,0
545,18,Others,Afternoon (12-17),B,0
546,28,TX,Morning (9-12),B,0
547,44,NY,Morning (9-12),B,0
548,35,GA,Morning (9-12),B,0
549,42,Others,Evening (17-21),B,0
550,30,Others,Morning (9-12),A,0
551,39,TX,Morning (9-12),B,1
552,36,PA,Afternoon (12-17),B,0
553,52,TX,Afternoon (12-17),A,0
554,41,Others,Afternoon (12-17),A,0
555,42,GA,Evening (17-21),B,0
556,33,Others,Morning (9-12),B,1
557,32,Others,Morning (9-12),A,1
558,32,IL,Afternoon (12-17),B,0
559,42,Others,Afternoon (12-17),B,0
560,32,Others,Afternoon (12-17),B,0
561,41,Others,Morning (9-12),A,0
562,62,CA,Evening (17-21),A,1
563,48,NY,Evening (17-21),B,0
564,34,OH,Morning (9-12),B,0
565,52,FL,Morning (9-12),A,1
566,33,TX,Night (21-24),A,0
567,18,CA,Evening (17-21),A,1
568,25,Others,Afternoon (12-17),A,1
569,18,FL,Evening (17-21),B,0
570,33,CA,Evening (17-21),B,0
571,38,FL,Evening (17-21),A,0
572,58,Others,Afternoon (12-17),A,0
573,41,Others,Afternoon (12-17),B,0
574,35,Others,Morning (9-12),A,0
575,47,IL,Night (21-24),B,0
576,18,Others,Evening (17-21),B,0
577,40,TX,Morning (9-12),B,0
578,47,FL,Night (21-24),A,0
579,20,NY,Night (21-24),A,0
580,51,TX,Night (21-24),A,0
581,42,PA,Evening (17-21),A,0
582,33,Others,Night (21-24),A,0
583,45,Others,Morning (9-12),B,0
584,65,IL,Evening (17-21),B,1
585,40,Others,Evening (17-21),B,0
586,40,CA,Morning (9-12),A,0
587,32,FL,Morning (9-12),B,0
588,27,Others,Night (21-24),B,0
589,47,Others,Afternoon (12-17),A,1
590,27,CA,Evening (17-21),B,0
591,38,IL,Morning (9-12),A,0
592,32,Others,Morning (9-12),A,0
593,43,Others,Afternoon (12-17),A,0
594,42,Others,Morning (9-12),B,0
595,50,NY,Evening (17-21),B,0
596,31,CA,Afternoon (12-17),A,0
597,34,OH,Morning (9-12),A,0
598,26,TX,Morning (9-12),A,0
599,32,Others,Afternoon (12-17),A,0
600,42,GA,Morning (9-12),A,0
601,47,NY,Evening (17-21),A,0
602,26,Others,Afternoon (12-17),A,0
603,48,Others,Morning (9-12),B,0
604,54,NY,Afternoon (12-17),B,0
605,42,Others,Morning (9-12),B,0
606,60,Others,Morning (9-12),A,0
607,28,Others,Morning (9-12),A,0
608,23,CA,Evening (17-21),A,0
609,18,Others,Night (21-24),A,0
610,55,Others,Evening (17-21),A,0
611,45,TX,Afternoon (12-17),B,0
612,37,FL,Afternoon (12-17),B,0
613,41,Others,Afternoon (12-17),A,1
614,24,CA,Evening (17-21),A,0
615,67,Others,Night (21-24),B,0
616,39,GA,Morning (9-12),A,1
617,39,OH,Morning (9-12),B,1
618,46,CA,Evening (17-21),B,0
619,43,Others,Evening (17-21),B,1
620,40,PA,Evening (17-21),A,0
621,28,Others,Evening (17-21),A,0
622,43,Others,Night (21-24),A,0
623,60,Others,Afternoon (12-17),B,0
624,54,Others,Night (21-24),B,0
625,57,Others,Night (21-24),B,0
626,31,IL,Evening (17-21),B,0
627,26,Others,Afternoon (12-17),B,0
628,36,Others,Morning (9-12),B,0
629,38,NY,Afternoon (12-17),B,0
630,51,TX,Afternoon (12-17),B,0
631,18,Others,Evening (17-21),B,0
632,56,PA,Morning (9-12),A,0
633,36,Others,Afternoon (12-17),B,0
634,32,GA,Evening (17-21),A,0
635,25,TX,Morning (9-12),A,0
636,18,Others,Afternoon (12-17),B,0
637,47,CA,Afternoon (12-17),B,0
638,38,IL,Evening (17-21),B,0
639,22,Others,Morning (9-12),A,0
640,22,OH,Evening (17-21),B,1
641,33,Others,Afternoon (12-17),A,0
642,58,Others,Night (21-24),B,0
643,34,Others,Afternoon (12-17),A,1
644,19,CA,Afternoon (12-17),B,0
645,35,TX,Morning (9-12),B,0
646,34,Others,Morning (9-12),A,0
647,18,Others,Afternoon (12-17),B,0
648,37,Others,Morning (9-12),B,0
649,35,Others,Afternoon (12-17),A,1
650,46,NY,Afternoon (12-17),A,0
651,60,OH,Afternoon (12-17),A,0
652,51,GA,Morning (9-12),A,0
653,34,TX,Evening (17-21),B,0
654,24,CA,Night (21-24),B,0
655,68,Others,Morning (9-12),A,0
656,38,FL,Morning (9-12),A,1
657,38,FL,Night (21-24),B,0
658,37,CA,Morning (9-12),A,0
659,40,Others,Night (21-24),A,0
660,36,Others,Morning (9-12),A,1
661,31,Others,Evening (17-21),B,0
662,31,Others,Afternoon (12-17),B,0
663,37,PA,Night (21-24),B,0
664,31,Others,Afternoon (12-17),A,0
665,29,CA,Evening (17-21),B,0
666,39,TX,Morning (9-12),B,1
667,34,Others,Morning (9-12),B,0
668,56,Others,Evening (17-21),A,0
669,18,PA,Afternoon (12-17),B,0
670,51,PA,Night (21-24),B,0
671,52,Others,Afternoon (12-17),A,0
672,18,CA,Evening (17-21),A,0
673,33,FL,Afternoon (12-17),B,0
674,33,TX,Night (21-24),B,0
675,21,FL,Night (21-24),B,0
676,28,Others,Afternoon (12-17),B,0
677,24,FL,Evening (17-21),B,0
678,59,TX,Evening (17-21),A,0
679,49,Others,Morning (9-12),A,0
680,53,Others,Evening (17-21),B,0
681,46,FL,Morning (9-12),A,0
682,24,CA,Evening (17-21),A,0
683,31,PA,Morning (9-12),B,0
684,43,Others,Morning (9-12),B,0
685,23,Others,Afternoon (12-17),A,0
686,46,Others,Afternoon (12-17),A,1
687,35,Others,Evening (17-21),A,0
688,33,Others,Night (21-24),A,0
689,46,Others,Afternoon (12-17),B,0
690,43,Others,Morning (9-12),A,0
691,33,CA,Evening (17-21),B,0
692,51,Others,Afternoon (12-17),B,0
693,25,IL,Afternoon (12-17),B,0
694,45,TX,Afternoon (12-17),A,0
695,45,Others,Afternoon (12-17),B,1
696,34,NY,Afternoon (12-17),A,0
697,41,Others,Evening (17-21),A,0
698,22,Others,Afternoon (12-17),B,0
699,49,OH,Evening (17-21),A,0
700,35,Others,Afternoon (12-17),B,0
701,31,FL,Morning (9-12),A,1
702,50,OH,Evening (17-21),A,0
703,29,Others,Afternoon (12-17),B,0
704,21,Others,Morning (9-12),B,0
705,19,Others,Evening (17-21),B,1
706,45,IL,Afternoon (12-17),B,0
707,22,Others,Evening (17-21),A,0
708,59,TX,Afternoon (12-17),B,0
709,18,Others,Evening (17-21),A,0
710,58,IL,Morning (9-12),B,0
711,40,Others,Afternoon (12-17),B,0
712,36,CA,Night (21-24),B,0
713,31,TX,Evening (17-21),B,0
