user_id,age,region,device_type,past_30_day_sessions,past_30_day_spending,subscribed,future_spending,opted_out
289,67,South,Mobile,21,184.48,0,357.43,0
290,40,South,Mobile,25,78.36,0,227.94,0
291,48,South,Desktop,19,68.25,0,218.67,0
292,47,West,Mobile,20,141.13,1,260.0,0
293,59,East,Desktop,20,95.98,1,242.99,0
294,52,North,Desktop,21,74.83,0,102.22,0
295,24,South,Mobile,15,61.57,0,79.94,0
296,33,South,Desktop,29,98.7,0,176.37,0
297,43,South,Desktop,21,48.19,0,107.57,1
298,65,North,Desktop,17,73.6,0,206.88,0
299,69,North,Mobile,16,90.71,0,121.43,0
300,66,West,Desktop,23,160.81,0,218.62,0
301,19,South,Mobile,16,87.75,0,173.65,0
302,18,West,Desktop,21,137.58,0,248.82,1
303,65,South,Mobile,20,124.11,1,263.62,0
304,29,South,Mobile,14,77.68,0,152.75,0
305,22,South,Desktop,17,26.11,0,105.41,0
306,54,West,Desktop,14,51.87,0,170.54,0
307,49,South,Mobile,15,112.23,0,167.46,0
308,26,South,Mobile,16,48.75,0,140.53,0
309,58,North,Mobile,20,141.33,0,268.26,0
310,52,East,Tablet,14,62.11,0,131.51,0
311,36,South,Desktop,19,138.36,0,274.62,0
312,65,East,Desktop,16,94.4,0,151.57,0
313,33,North,Mobile,12,48.49,0,189.83,0
314,20,East,Mobile,20,99.95,0,187.36,0
315,37,North,Desktop,14,30.66,0,94.17,0
316,41,North,Desktop,25,132.82,0,187.67,0
317,50,East,Mobile,23,212.35,0,284.78,0
318,41,West,Desktop,20,146.7,0,218.91,0
319,69,East,Mobile,15,117.91,1,166.68,0
320,28,North,Mobile,14,66.95,0,104.34,1
321,66,North,Mobile,19,145.81,0,250.15,0
322,25,South,Mobile,14,63.84,0,172.27,1
323,53,East,Mobile,13,34.91,0,125.58,0
324,55,West,Mobile,26,86.32,0,69.08,0
325,57,South,Mobile,26,176.18,0,254.14,0
326,37,South,Desktop,19,151.27,0,299.88,0
327,52,East,Mobile,17,91.8,0,131.23,0
328,65,South,Mobile,26,58.86,0,161.9,0
329,42,East,Mobile,22,43.13,0,97.6,0
330,52,West,Mobile,16,114.75,0,260.44,0
331,42,South,Desktop,19,55.62,0,117.4,0
332,46,East,Mobile,17,145.12,0,271.14,0
333,35,East,Desktop,26,136.0,0,222.62,0
334,63,North,Desktop,11,19.41,0,0.0,0
335,35,South,Mobile,18,121.36,0,238.33,0
336,19,North,Mobile,30,64.1,0,103.74,0
337,52,South,Mobile,19,76.25,0,135.34,0
338,33,East,Mobile,13,128.47,1,294.05,0
339,58,South,Desktop,28,176.67,1,427.63,1
340,53,West,Mobile,22,161.01,0,271.92,0
341,50,South,Mobile,25,207.86,0,292.99,0
342,21,South,Mobile,28,34.88,0,145.4,0
343,50,North,Mobile,23,64.54,0,114.43,0
344,31,North,Mobile,14,80.69,0,149.87,0
345,38,South,Mobile,25,110.55,0,285.7,0
346,65,East,Mobile,25,132.61,0,254.25,0
347,37,East,Mobile,18,112.72,0,153.1,1
348,25,North,Desktop,16,37.53,0,139.54,0
349,24,East,Desktop,14,68.36,0,84.73,0
350,20,North,Mobile,26,73.29,1,109.64,0
351,34,West,Mobile,23,55.54,0,187.72,0
352,50,North,Tablet,19,112.62,1,183.43,0
353,65,South,Mobile,10,98.68,0,241.49,0
354,29,North,Mobile,14,14.55,0,51.83,0
355,68,South,Mobile,15,111.22,0,251.44,0
356,39,East,Desktop,21,146.11,0,318.38,0
357,39,West,Mobile,27,88.05,0,207.08,0
358,63,West,Tablet,15,92.93,0,170.12,0
359,47,East,Desktop,24,169.08,1,262.07,0
360,55,West,Desktop,26,159.13,0,255.53,0
361,55,West,Desktop,17,52.03,0,77.16,0
362,62,West,Mobile,16,110.03,0,228.66,0
363,68,West,Mobile,28,142.87,0,287.38,0
364,25,North,Desktop,19,46.71,0,130.2,0
365,44,South,Tablet,23,76.22,0,181.04,0
366,44,North,Mobile,19,62.03,0,138.08,0
367,51,North,Desktop,18,61.95,0,105.49,0
368,38,West,Mobile,28,84.4,0,146.68,0
369,47,East,Mobile,20,100.58,0,177.9,0
370,50,South,Mobile,21,73.74,0,157.41,0
371,45,West,Mobile,15,109.79,0,246.99,0
372,64,West,Mobile,18,92.25,0,214.21,0
373,50,West,Mobile,16,112.02,0,266.84,0
374,22,North,Mobile,25,94.02,0,231.03,0
375,65,North,Mobile,18,46.24,0,73.47,0
376,36,East,Mobile,17,79.1,0,111.63,0
377,21,North,Tablet,13,59.81,0,99.38,0
378,52,North,Mobile,21,73.28,0,158.5,0
379,66,East,Mobile,18,62.37,0,123.56,0
380,34,South,Mobile,19,81.86,0,205.73,0
381,61,South,Mobile,20,102.38,0,249.76,0
382,45,East,Desktop,23,77.72,0,133.16,0
383,47,South,Mobile,13,32.29,0,45.8,0
384,46,North,Desktop,20,71.58,0,234.51,1
385,63,North,Mobile,27,167.45,1,299.55,0
386,70,South,Mobile,21,43.63,0,118.58,0
387,23,South,Mobile,27,138.06,0,319.13,1
388,52,South,Mobile,24,145.27,0,307.6,0
389,58,North,Mobile,17,74.36,0,142.13,0
390,54,West,Mobile,16,50.92,0,172.83,0
391,41,South,Mobile,18,91.28,0,232.5,0
392,46,South,Mobile,13,1.03,0,110.68,0
393,66,South,Tablet,16,105.05,0,248.28,0
394,63,West,Mobile,24,129.83,0,202.83,0
395,70,South,Mobile,19,41.62,0,134.83,0
396,48,South,Mobile,14,62.52,0,212.59,1
397,52,West,Mobile,15,43.82,0,112.61,0
398,50,South,Mobile,12,30.26,0,81.48,1
399,69,East,Desktop,18,101.75,0,202.37,0
400,38,South,Tablet,18,130.9,0,166.67,0
401,49,East,Mobile,21,109.44,0,225.44,0
402,40,North,Mobile,25,112.24,0,156.83,0
403,50,South,Mobile,25,149.33,0,314.93,0
404,20,West,Desktop,32,194.57,0,263.18,0
405,35,West,Mobile,20,147.1,0,285.78,0
406,42,East,Mobile,18,108.28,0,175.92,0
407,59,East,Mobile,16,117.28,0,168.7,0
408,48,North,Desktop,15,138.08,0,232.94,0
409,20,West,Mobile,28,107.3,1,238.1,0
410,57,West,Mobile,22,137.41,0,248.83,1
411,63,South,Desktop,14,93.37,0,194.3,0
412,41,West,Mobile,21,134.41,1,269.59,0
413,67,South,Desktop,16,133.0,0,147.86,0
414,49,South,Mobile,19,66.7,0,166.78,0
415,64,North,Desktop,17,80.79,0,118.31,0
416,39,East,Desktop,18,153.49,0,204.1,0
417,40,South,Mobile,23,88.72,0,149.58,0
418,19,South,Desktop,27,187.72,0,231.59,0
419,44,East,Mobile,23,25.0,1,125.16,1
420,59,West,Desktop,17,98.18,0,121.31,0
421,19,North,Mobile,17,115.39,0,227.13,0
422,43,East,Desktop,16,138.86,0,295.5,0
423,34,South,Mobile,21,57.73,0,218.1,0
424,57,South,Tablet,20,21.67,0,70.2,0
425,50,South,Mobile,18,104.98,0,153.99,0
426,26,East,Tablet,18,79.12,0,204.28,0
427,60,North,Desktop,18,24.73,0,115.47,0
428,65,South,Mobile,23,36.56,0,133.25,0
429,56,South,Desktop,14,76.1,0,109.39,0
430,46,North,Tablet,17,107.26,0,206.8,0
431,59,South,Mobile,19,68.43,0,197.88,0
432,43,East,Mobile,19,68.39,0,132.33,0
433,52,South,Mobile,17,127.82,0,243.15,0
434,67,West,Mobile,21,86.9,1,196.08,0
435,42,North,Mobile,23,170.36,0,257.29,0
436,41,North,Mobile,20,78.97,0,174.82,0
437,30,South,Mobile,22,142.21,0,208.57,0
438,24,South,Mobile,17,82.37,0,208.84,0
439,53,South,Mobile,15,150.33,0,204.18,0
440,62,West,Desktop,26,100.78,0,188.94,0
441,37,West,Desktop,15,29.89,0,148.98,1
442,18,West,Mobile,21,89.09,1,171.16,1
443,25,East,Desktop,13,88.99,0,136.45,0
444,63,East,Desktop,12,69.9,0,158.24,0
445,33,East,Tablet,20,81.28,0,251.22,0
446,31,North,Mobile,26,134.09,0,296.06,0
447,29,South,Mobile,18,37.03,0,151.14,0
448,68,East,Desktop,26,47.44,0,193.95,0
449,40,West,Desktop,21,46.76,1,166.19,0
450,32,South,Desktop,17,119.66,0,224.77,0
451,45,South,Desktop,17,131.99,0,265.75,0
452,51,East,Mobile,18,144.02,0,258.31,0
453,19,North,Mobile,19,134.48,0,233.8,0
454,49,North,Mobile,33,135.03,0,271.99,0
455,40,East,Mobile,22,151.73,0,274.19,0
456,39,North,Desktop,11,7.9,0,92.94,0
457,68,South,Mobile,25,81.36,0,204.1,0
458,42,West,Mobile,12,0.0,0,34.52,0
459,39,West,Desktop,24,103.56,0,203.64,0
460,39,South,Mobile,21,47.33,0,93.39,0
461,66,North,Tablet,26,121.7,0,246.38,0
462,69,West,Tablet,22,150.99,0,273.86,0
463,59,West,Mobile,31,139.97,0,318.69,0
464,23,North,Mobile,26,177.26,0,309.0,0
465,32,South,Mobile,14,62.84,0,132.31,0
466,60,East,Mobile,15,57.83,1,128.86,0
467,54,West,Mobile,20,16.93,0,134.45,0
468,50,West,Mobile,20,61.95,0,130.9,0
469,25,North,Tablet,20,49.12,0,150.16,0
470,70,West,Mobile,13,55.92,0,175.66,0
471,61,South,Desktop,23,160.92,0,354.01,0
472,61,West,Mobile,17,29.28,0,162.43,0
473,22,East,Mobile,15,74.84,0,141.31,0
474,56,West,Desktop,26,170.63,0,259.84,0
475,21,North,Mobile,19,47.63,0,165.6,0
476,23,East,Mobile,13,50.16,0,122.62,0
477,62,North,Desktop,24,149.44,0,203.23,1
478,49,West,Desktop,25,164.76,0,384.93,0
479,69,West,Desktop,27,134.92,1,261.43,0
480,47,West,Mobile,30,201.86,0,382.02,0
481,64,West,Mobile,12,22.97,1,88.03,0
482,52,North,Tablet,25,136.82,0,249.25,0
483,57,East,Desktop,25,90.21,0,205.29,0
484,69,North,Mobile,17,81.94,0,163.22,0
485,33,North,Desktop,19,132.65,0,203.54,0
486,30,North,Mobile,18,49.88,0,228.77,0
487,67,East,Mobile,16,25.6,1,126.46,0
488,59,East,Mobile,20,63.91,0,97.18,0
489,47,North,Mobile,21,60.59,0,162.72,0
490,36,North,Mobile,22,104.72,0,151.64,0
491,34,North,Mobile,22,104.53,0,175.16,0
492,36,West,Mobile,23,204.62,1,327.45,0
493,45,South,Desktop,16,36.29,0,143.49,0
494,43,West,Desktop,23,59.61,0,60.64,0
495,54,East,Desktop,22,106.98,0,280.31,0
496,43,East,Desktop,15,22.72,0,78.64,0
497,70,South,Mobile,22,94.45,0,188.91,0
498,40,East,Mobile,15,98.08,0,249.23,0
499,26,East,Desktop,16,36.44,0,190.54,0
500,29,North,Mobile,19,170.41,0,250.67,0
501,70,North,Mobile,19,113.49,0,255.37,0
502,18,East,Mobile,23,147.78,0,264.91,0
503,18,East,Desktop,12,44.8,0,229.46,0
504,64,South,Mobile,26,162.54,0,253.86,1
505,51,North,Desktop,18,81.91,0,242.09,0
506,49,North,Mobile,15,37.38,0,97.71,0
507,65,West,Desktop,14,53.68,0,94.1,0
508,42,North,Desktop,16,117.56,0,199.18,0
509,57,East,Desktop,31,78.7,0,132.95,1
510,62,West,Mobile,19,109.94,0,171.69,1
511,70,North,Mobile,15,64.49,0,138.13,0
512,18,North,Desktop,9,8.65,0,67.39,0
513,33,East,Mobile,19,65.85,0,197.09,0
514,56,East,Mobile,18,45.98,0,169.45,0
515,22,South,Mobile,19,121.11,0,219.8,0
516,39,West,Desktop,18,107.66,0,134.94,0
517,46,North,Mobile,18,128.43,0,141.88,0
518,20,South,Desktop,24,140.35,0,231.19,0
519,29,East,Mobile,26,61.34,0,136.05,0
520,43,North,Mobile,23,109.4,0,192.67,0
521,33,South,Desktop,20,145.39,0,314.81,0
522,68,East,Mobile,22,126.43,0,208.78,0
523,54,East,Mobile,21,128.8,0,199.06,0
524,39,North,Desktop,22,136.04,0,243.5,0
525,46,East,Desktop,17,21.12,0,86.44,0
526,31,East,Mobile,25,171.69,0,312.74,0
527,45,West,Desktop,22,63.81,0,174.01,0
528,22,North,Desktop,20,100.47,0,274.66,0
529,64,East,Desktop,10,10.06,0,69.39,0
530,66,East,Mobile,19,114.92,0,291.65,0
531,47,South,Mobile,24,135.12,0,274.55,0
532,63,South,Desktop,6,56.1,0,144.93,0
533,69,South,Desktop,21,163.88,0,192.73,0
534,22,South,Mobile,19,161.96,0,180.59,0
535,29,West,Mobile,24,146.34,0,194.58,0
536,33,East,Mobile,16,59.59,0,156.09,0
537,43,East,Mobile,22,177.86,1,321.92,0
538,43,West,Mobile,20,96.78,0,217.84,0
539,65,West,Mobile,13,77.41,0,162.66,0
540,38,West,Desktop,24,178.12,0,330.07,0
541,56,East,Mobile,27,56.88,0,214.35,0
542,53,North,Desktop,18,68.39,0,148.9,0
543,50,East,Mobile,19,82.21,0,200.76,1
544,47,South,Mobile,18,138.12,1,255.39,0
545,54,East,Mobile,19,73.74,0,201.37,0
546,40,East,Mobile,25,151.67,0,279.94,0
547,27,West,Desktop,19,91.83,0,199.58,0
548,22,East,Desktop,20,78.79,0,152.49,0
549,53,West,Mobile,15,97.6,0,195.59,0
550,51,East,Mobile,18,62.64,0,141.31,1
551,69,East,Mobile,14,106.88,0,152.81,0
552,48,East,Desktop,24,161.76,1,290.04,0
553,27,South,Desktop,18,102.41,1,159.85,0
554,36,North,Mobile,27,117.11,0,231.1,0
555,49,North,Desktop,16,44.72,0,116.54,0
556,18,West,Desktop,26,188.66,0,287.03,0
